@relation 'churn-weka.filters.unsupervised.attribute.Remove-R1,3-4,10,13,16,19-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R13-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R4-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R6-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R7-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R10-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R11-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R12-precision6'

@attribute 'Account Length' {'low','medium','high'}
@attribute 'Int\'l Plan' {no,yes}
@attribute 'VMail Plan' {yes,no}
@attribute 'VMail Message' {'low','medium','high'}
@attribute 'Day Mins' {'low','medium','high'}
@attribute 'Day Calls' {'low','medium','high'}
@attribute 'Eve Mins' {'low','medium','high'}
@attribute 'Eve Calls' {'low','medium','high'}
@attribute 'Night Mins' {'low','medium','high'}
@attribute 'Night Calls' {'low','medium','high'}
@attribute 'Intl Mins' {'low','medium','high'}
@attribute 'Intl Calls' {'low','medium','high'}
@attribute 'CustServ Calls' {'low','high'}
@attribute Churn? {False.,True.}

@data
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',True.
'medium',no,no,'low','medium','high','medium','medium','medium','medium','medium','low','low',False.
'medium',no,yes,'medium','medium','low','medium','high','low','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','high','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','high','medium','medium','low','medium','medium','low','low',False.
'medium',no,yes,'medium','high','medium','high','medium','medium','medium','medium','low','low',True.
'medium',no,no,'low','medium','high','high','medium','medium','medium','medium','low','low',False.
'high',no,yes,'medium','medium','medium','medium','medium','low','medium','medium','low','low',False.
'medium',no,yes,'high','medium','medium','medium','medium','low','low','medium','low','low',False.
'low',no,no,'low','medium','high','medium','medium','medium','low','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','low','medium','medium','low',False.
'low',no,no,'low','medium','medium','high','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','low','medium','medium','low','low','low','low',False.
'medium',no,no,'low','medium','medium','high','medium','medium','low','low','medium','low',False.
'medium',no,no,'low','medium','high','high','medium','medium','medium','medium','medium','low',False.
'low',no,yes,'medium','medium','high','high','medium','medium','low','medium','low','low',False.
'medium',no,yes,'medium','high','medium','medium','high','high','medium','medium','low','low',False.
'low',yes,yes,'high','medium','high','medium','medium','high','low','medium','low','low',False.
'low',yes,yes,'medium','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','high','medium','high','medium','medium','medium','medium','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',yes,no,'low','high','medium','medium','medium','medium','medium','medium','low','low',True.
'medium',no,no,'low','medium','high','medium','high','medium','medium','medium','low','high',False.
'medium',no,no,'low','high','high','high','medium','medium','medium','high','low','low',True.
'medium',no,yes,'medium','medium','high','medium','medium','high','medium','medium','low','low',False.
'medium',no,no,'low','medium','high','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','low','low','low',False.
'medium',no,no,'low','medium','high','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','high','medium','medium','medium','medium','medium','medium','low',False.
'medium',no,yes,'medium','low','medium','high','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','high','high','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','high','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','high','medium','medium','high','low','medium','high','medium','low',False.
'low',no,no,'low','medium','high','medium','medium','medium','low','high','low','low',False.
'medium',no,no,'low','high','high','high','medium','low','medium','high','low','low',True.
'high',no,no,'low','high','medium','medium','medium','medium','medium','medium','low','low',False.
'low',yes,no,'low','low','medium','high','medium','medium','low','high','low','low',True.
'high',no,no,'low','medium','high','medium','medium','high','low','medium','medium','low',False.
'high',yes,yes,'medium','medium','high','medium','medium','medium','medium','high','low','low',True.
'medium',yes,no,'low','low','medium','medium','high','medium','medium','medium','low','low',False.
'medium',yes,no,'low','high','high','medium','medium','high','high','medium','low','low',True.
'medium',no,yes,'medium','medium','medium','medium','high','low','medium','medium','low','low',False.
'medium',no,yes,'medium','medium','medium','medium','medium','low','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','low','low','low',False.
'medium',no,yes,'low','medium','medium','medium','high','medium','low','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'low',yes,no,'low','high','high','medium','medium','medium','low','medium','medium','low',True.
'high',no,no,'low','medium','medium','high','medium','medium','low','medium','low','low',True.
'low',no,no,'low','low','high','medium','high','medium','high','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','high','medium','low','medium','low',False.
'medium',no,no,'low','medium','medium','high','medium','medium','low','medium','medium','low',False.
'low',no,no,'low','high','high','medium','medium','medium','low','medium','low','low',True.
'low',no,no,'low','high','medium','medium','high','medium','medium','high','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','low','low','low',False.
'medium',no,yes,'medium','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','high','medium','medium','medium','medium','medium','medium','low',True.
'low',yes,no,'low','low','medium','medium','medium','low','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','high','medium','low','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','medium','medium','medium','low',False.
'low',no,no,'low','medium','medium','medium','high','low','low','high','low','low',False.
'medium',no,yes,'high','medium','medium','high','medium','medium','medium','medium','low','low',False.
'medium',yes,yes,'medium','high','medium','medium','medium','high','medium','high','low','low',True.
'medium',no,no,'low','medium','high','high','high','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','high','high','medium','low',False.
'low',no,no,'low','high','medium','medium','medium','medium','medium','medium','medium','low',False.
'medium',no,no,'low','medium','medium','medium','high','medium','high','medium','low','low',False.
'medium',yes,no,'low','high','medium','medium','high','medium','medium','medium','low','low',False.
'high',no,no,'low','medium','medium','high','medium','low','medium','medium','low','low',False.
'medium',no,no,'low','high','medium','high','medium','medium','low','medium','low','low',True.
'low',no,no,'low','medium','high','medium','medium','medium','low','medium','medium','low',False.
'low',no,no,'low','high','medium','medium','medium','medium','medium','medium','low','low',True.
'medium',no,yes,'high','medium','medium','high','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','high','high','medium','low','medium','low','low',False.
'medium',no,no,'low','low','medium','medium','medium','low','medium','medium','low','low',False.
'high',no,no,'low','high','high','medium','medium','medium','low','medium','low','low',True.
'low',yes,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,yes,'medium','medium','medium','low','medium','medium','high','medium','low','low',False.
'medium',no,no,'low','low','high','medium','high','medium','medium','medium','medium','low',False.
'low',no,no,'low','medium','high','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','high','medium','medium','high','medium','medium','medium','medium','low',False.
'medium',no,no,'low','medium','high','medium','medium','low','medium','medium','low','low',False.
'low',no,no,'low','low','medium','medium','medium','low','medium','medium','low','low',False.
'medium',no,no,'low','high','medium','medium','high','medium','medium','medium','low','low',True.
'high',no,yes,'medium','low','medium','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','high','medium','high','high','medium','medium','high','low','low',True.
'medium',no,no,'low','medium','high','high','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','high','high','medium','low','medium','low','low',False.
'medium',no,yes,'medium','medium','high','medium','medium','medium','medium','low','low','low',False.
'high',no,yes,'medium','medium','high','medium','low','medium','medium','high','low','low',False.
'medium',no,yes,'medium','high','medium','medium','medium','high','low','low','medium','low',False.
'medium',no,yes,'high','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,yes,'high','medium','medium','medium','high','medium','medium','low','low','low',False.
'medium',no,no,'low','medium','high','medium','medium','medium','medium','high','low','low',False.
'medium',no,yes,'medium','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','low','medium','high','medium','medium','low','low',False.
'low',no,no,'low','high','high','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','high','medium','medium','medium','low','low',False.
'medium',no,yes,'medium','low','medium','medium','medium','medium','medium','medium','medium','low',False.
'high',no,no,'low','high','high','medium','medium','medium','medium','medium','medium','low',True.
'low',no,no,'low','medium','high','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','high','medium','medium','medium','low','low',False.
'medium',yes,no,'low','high','high','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','high','medium','medium','high','low','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,yes,'medium','medium','high','medium','high','medium','medium','high','medium','low',False.
'medium',no,no,'low','high','medium','medium','medium','medium','high','high','low','low',True.
'medium',yes,no,'low','medium','medium','high','medium','low','medium','high','low','high',True.
'medium',no,no,'low','medium','high','high','medium','medium','medium','low','low','low',False.
'medium',yes,yes,'medium','medium','medium','medium','high','medium','medium','medium','low','low',False.
'medium',yes,yes,'medium','medium','medium','medium','medium','medium','low','medium','low','low',True.
'medium',no,yes,'medium','low','high','high','medium','medium','high','medium','low','low',False.
'medium',no,no,'low','medium','high','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','low','medium','medium','low','low',False.
'medium',no,yes,'low','medium','high','medium','high','low','low','medium','medium','low',False.
'high',no,no,'low','medium','high','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','high','medium','high','medium','medium','medium','low','low',False.
'medium',no,yes,'medium','medium','medium','medium','high','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','high','high','medium','medium','low','medium','medium','low',False.
'low',no,no,'low','medium','high','medium','high','low','medium','medium','medium','low',False.
'low',no,yes,'high','low','medium','medium','medium','medium','medium','medium','low','low',True.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','high','low','low',False.
'medium',no,no,'low','high','medium','medium','medium','high','medium','low','low','low',True.
'medium',no,no,'low','medium','medium','medium','medium','medium','low','medium','medium','low',False.
'medium',no,no,'low','medium','high','medium','medium','medium','medium','high','low','low',False.
'high',no,no,'low','medium','medium','medium','high','low','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','high','medium','medium','medium','medium','low','low',False.
'low',no,yes,'high','medium','medium','medium','high','medium','medium','medium','low','low',False.
'medium',no,no,'low','low','medium','medium','medium','medium','low','medium','low','low',False.
'medium',no,yes,'medium','medium','medium','medium','medium','high','medium','medium','medium','low',False.
'medium',no,no,'low','medium','medium','high','high','medium','low','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','low','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','high','medium','high','medium','low','medium','low',False.
'low',no,no,'low','medium','high','medium','medium','medium','high','medium','low','low',False.
'medium',no,no,'low','low','high','medium','medium','low','medium','medium','medium','low',False.
'medium',yes,no,'low','high','medium','medium','medium','medium','medium','high','low','low',True.
'medium',no,no,'low','medium','high','medium','high','medium','medium','medium','medium','low',False.
'low',no,no,'low','low','medium','medium','medium','medium','low','medium','low','low',False.
'medium',no,yes,'medium','medium','medium','medium','high','medium','medium','medium','low','low',False.
'medium',no,yes,'medium','high','medium','high','medium','medium','medium','high','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',yes,no,'low','low','high','high','medium','medium','medium','medium','low','low',False.
'medium',no,yes,'low','low','medium','high','medium','low','medium','medium','low','low',False.
'medium',no,yes,'high','low','medium','medium','high','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','low','medium','low','low',False.
'medium',no,yes,'medium','low','medium','medium','medium','medium','low','low','low','low',False.
'low',no,yes,'medium','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','high','medium','medium','low','low','low',True.
'medium',no,yes,'medium','high','medium','medium','high','medium','low','low','low','low',True.
'low',yes,yes,'medium','medium','medium','medium','high','medium','high','medium','low','low',True.
'medium',no,yes,'medium','medium','medium','medium','medium','medium','high','medium','medium','low',False.
'medium',no,yes,'medium','medium','high','high','high','medium','medium','medium','medium','low',False.
'low',no,no,'low','medium','medium','high','low','high','medium','medium','low','low',False.
'low',no,no,'low','medium','high','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','high','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','high','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'low',no,yes,'low','medium','high','high','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','high','medium','high','medium','medium','medium','medium','low','low',True.
'low',no,no,'low','medium','medium','medium','medium','low','medium','medium','low','high',True.
'medium',no,yes,'medium','low','medium','high','medium','medium','high','medium','low','high',True.
'low',no,no,'low','low','medium','medium','medium','medium','high','medium','low','low',False.
'medium',no,no,'low','high','medium','high','medium','medium','high','medium','low','low',False.
'low',no,yes,'medium','medium','medium','medium','high','high','medium','medium','low','low',False.
'low',no,yes,'medium','medium','medium','low','medium','medium','low','medium','low','low',False.
'medium',no,no,'low','medium','medium','high','medium','medium','medium','low','low','low',False.
'medium',no,no,'low','low','high','high','medium','medium','high','medium','low','low',False.
'medium',no,yes,'medium','high','medium','medium','high','medium','low','high','medium','low',False.
'medium',yes,no,'low','high','high','high','high','medium','medium','medium','low','low',True.
'low',no,no,'low','low','high','medium','medium','medium','low','medium','low','low',False.
'low',no,no,'low','high','high','low','high','medium','high','high','low','low',False.
'high',no,no,'low','medium','medium','medium','medium','low','low','medium','low','low',False.
'low',no,no,'low','low','medium','medium','medium','medium','medium','medium','medium','low',False.
'low',no,no,'low','medium','medium','medium','high','medium','medium','medium','low','low',False.
'low',yes,no,'low','high','high','medium','medium','medium','low','medium','low','low',True.
'low',no,no,'low','medium','medium','high','medium','high','medium','low','low','low',False.
'low',no,no,'low','medium','high','medium','medium','medium','medium','high','low','low',False.
'medium',no,no,'low','high','medium','medium','medium','medium','medium','medium','medium','low',False.
'low',no,no,'low','low','medium','medium','medium','medium','medium','medium','low','low',False.
'high',yes,yes,'medium','medium','high','high','medium','low','low','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','medium','high','medium','low',False.
'low',no,no,'low','medium','medium','medium','medium','low','medium','medium','low','low',False.
'medium',no,yes,'medium','medium','medium','high','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','low','low','low',False.
'medium',no,yes,'high','medium','medium','high','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','high','low','medium','medium','medium','medium','low','low',False.
'medium',no,yes,'medium','medium','medium','medium','high','medium','low','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','low','medium','medium','medium','medium','low','medium','low','low',False.
'medium',no,yes,'medium','medium','high','high','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','high','high','medium','medium','medium','medium','high','low','low',True.
'medium',no,no,'low','low','medium','medium','medium','low','low','medium','medium','low',False.
'medium',yes,no,'low','medium','high','medium','medium','low','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','low','medium','medium','low','low',True.
'low',no,yes,'medium','medium','high','medium','high','high','medium','medium','low','low',False.
'medium',no,no,'low','high','medium','medium','medium','medium','low','low','low','low',False.
'medium',yes,no,'low','medium','medium','high','medium','low','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','low','medium','high','low','low',False.
'low',no,no,'low','high','low','medium','medium','medium','low','medium','low','low',True.
'medium',no,no,'low','medium','medium','medium','high','low','high','high','medium','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','medium','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','high',True.
'medium',yes,no,'low','medium','medium','medium','medium','medium','high','low','low','low',True.
'medium',no,yes,'medium','high','medium','medium','high','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','high','medium','medium','medium','high','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','high','high','medium','high','low','medium','medium','medium','low',False.
'high',no,no,'low','medium','medium','medium','high','low','low','medium','medium','low',False.
'medium',no,yes,'medium','medium','high','medium','medium','medium','medium','medium','high','low',False.
'medium',no,no,'low','low','high','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','medium','high','low','low',False.
'high',no,yes,'high','medium','medium','medium','medium','low','medium','medium','low','low',False.
'medium',no,no,'low','high','medium','medium','medium','high','medium','high','low','low',True.
'medium',no,yes,'high','medium','medium','medium','medium','medium','medium','medium','medium','low',False.
'medium',no,no,'low','low','medium','medium','medium','medium','medium','high','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','high','medium','medium','medium','low','low',False.
'medium',no,no,'low','low','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','low','low','medium','low','low',False.
'low',yes,no,'low','high','medium','medium','high','medium','medium','low','low','low',False.
'medium',no,no,'low','medium','high','medium','medium','high','medium','medium','low','low',False.
'medium',yes,yes,'medium','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','high','high','medium','medium','medium','high','medium','low','low',False.
'medium',no,no,'low','medium','high','medium','high','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','high','medium','high','high','low','low','low','low',False.
'medium',no,yes,'medium','medium','high','medium','low','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','high','medium','medium','high','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','high','high','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','high','medium','medium','low','low','low',False.
'medium',no,yes,'medium','high','high','high','high','medium','medium','medium','low','low',False.
'medium',no,no,'low','low','high','low','high','medium','high','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'low',no,yes,'medium','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,yes,'medium','low','high','high','medium','medium','low','medium','low','low',False.
'low',no,no,'low','high','medium','medium','medium','high','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','high','medium','medium','medium','low','low',False.
'medium',no,yes,'medium','low','medium','high','medium','medium','medium','medium','low','low',True.
'medium',no,no,'low','medium','high','low','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','high','medium','medium','medium','medium','medium','medium','low','low',False.
'low',yes,no,'low','medium','high','medium','medium','high','medium','high','low','low',True.
'medium',no,yes,'medium','medium','high','high','medium','high','medium','medium','low','low',False.
'medium',no,no,'low','low','medium','high','medium','medium','low','medium','medium','low',False.
'medium',no,no,'low','medium','medium','medium','high','medium','low','medium','low','low',False.
'medium',no,no,'low','medium','medium','low','high','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','low','medium','low','low',False.
'medium',no,no,'low','high','medium','medium','high','medium','medium','medium','medium','low',True.
'medium',no,yes,'medium','medium','medium','high','medium','medium','medium','low','low','low',False.
'medium',no,no,'low','high','medium','medium','medium','high','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','low','low','low',False.
'high',no,yes,'medium','medium','high','high','medium','medium','medium','medium','low','low',False.
'low',no,yes,'medium','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','high','medium','low','medium','low','high','medium','low','low',False.
'medium',no,yes,'medium','medium','medium','high','medium','low','medium','low','low','low',False.
'high',yes,no,'low','medium','high','medium','medium','medium','medium','medium','low','low',True.
'medium',no,no,'low','medium','low','medium','high','medium','medium','medium','medium','low',False.
'high',no,no,'low','high','low','medium','high','medium','medium','medium','low','low',True.
'medium',no,no,'low','medium','low','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','high','medium','medium','medium','medium','low','low',False.
'medium',no,yes,'high','medium','high','medium','medium','low','medium','medium','low','low',False.
'medium',no,yes,'high','low','high','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','high','medium','medium','high','low','medium','medium','low','low',True.
'medium',no,no,'low','high','medium','medium','medium','low','medium','medium','low','low',False.
'medium',no,no,'low','low','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,yes,'medium','medium','medium','medium','medium','medium','low','medium','medium','low',False.
'medium',no,yes,'medium','medium','high','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','high','high','medium','medium','high','low','low',False.
'low',yes,no,'low','medium','medium','medium','medium','low','medium','low','low','low',False.
'low',no,no,'low','high','high','medium','low','low','medium','medium','low','low',False.
'medium',no,yes,'medium','low','medium','medium','high','medium','medium','high','low','low',False.
'medium',no,no,'low','low','medium','medium','medium','medium','medium','low','low','low',False.
'low',no,yes,'high','medium','high','high','medium','medium','high','low','low','low',False.
'low',no,no,'low','low','medium','medium','high','medium','medium','medium','low','low',True.
'medium',no,yes,'low','low','medium','medium','medium','medium','medium','medium','medium','low',True.
'low',no,yes,'low','high','medium','medium','medium','medium','high','medium','low','low',False.
'medium',no,yes,'medium','medium','medium','high','high','medium','low','medium','low','high',False.
'medium',yes,no,'low','medium','medium','medium','medium','medium','medium','medium','medium','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','high','medium','medium','medium','low','low','low','low',False.
'high',no,no,'low','medium','medium','high','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','high','medium','medium','medium','high','medium','medium','low','low',True.
'medium',no,no,'low','medium','medium','low','high','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',yes,no,'low','high','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','low','medium','low','low','low',False.
'high',no,no,'low','medium','medium','high','high','medium','low','medium','low','low',False.
'low',no,yes,'medium','medium','high','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','high','high','medium','medium','medium','high','low','low',False.
'medium',no,no,'low','low','medium','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','high','medium','low','low',False.
'low',no,no,'low','medium','high','high','high','medium','medium','low','low','low',False.
'medium',no,no,'low','medium','high','medium','medium','medium','low','medium','low','low',False.
'medium',no,no,'low','medium','medium','high','high','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','low','high','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','low','medium','high','medium','medium','medium','high','low','low',False.
'medium',no,no,'low','high','medium','high','medium','medium','medium','medium','low','low',True.
'high',no,no,'low','medium','high','medium','medium','medium','high','medium','low','low',True.
'low',no,no,'low','high','high','medium','high','high','medium','low','low','low',True.
'medium',no,yes,'medium','medium','medium','medium','high','medium','medium','medium','low','low',False.
'high',no,no,'low','medium','medium','medium','medium','medium','high','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','high','medium','medium','high','low','low',False.
'medium',no,no,'low','medium','medium','medium','high','low','medium','medium','medium','low',False.
'low',no,no,'low','medium','medium','high','high','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','high','low','low','medium','medium','medium','low','low',False.
'medium',yes,no,'low','medium','medium','high','medium','low','medium','low','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','low','medium','low','low',True.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','high','medium','medium','medium','medium','medium','medium','low','low',True.
'medium',no,yes,'high','low','medium','medium','high','low','medium','high','low','low',False.
'low',no,no,'low','low','high','high','medium','low','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','high','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','low','medium','medium','medium','medium','low','low',False.
'medium',no,yes,'medium','medium','medium','high','high','medium','medium','medium','low','low',False.
'medium',yes,no,'low','high','high','high','medium','medium','medium','medium','low','low',True.
'medium',no,yes,'medium','medium','medium','medium','high','medium','medium','medium','low','low',False.
'medium',no,no,'low','low','medium','medium','medium','low','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','high','medium','medium','medium','high','low','low',False.
'medium',no,yes,'medium','medium','medium','high','medium','medium','medium','low','low','low',False.
'medium',no,no,'low','high','high','high','medium','medium','medium','medium','medium','low',True.
'low',yes,no,'low','medium','high','medium','medium','medium','low','medium','low','low',False.
'medium',yes,no,'low','high','high','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',True.
'low',no,no,'low','medium','high','medium','medium','medium','medium','medium','medium','low',False.
'medium',no,no,'low','high','medium','medium','medium','medium','medium','medium','low','high',True.
'medium',no,no,'low','medium','medium','high','high','medium','medium','medium','low','high',False.
'low',no,no,'low','medium','high','medium','high','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','high','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','low','medium','high','medium','low','low','medium','high','low',False.
'low',no,yes,'medium','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','medium','high','medium','medium','medium','medium','low','low','high',True.
'medium',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','low','medium','low','high',True.
'medium',no,yes,'high','medium','medium','medium','high','medium','medium','medium','low','high',True.
'medium',no,no,'low','high','medium','medium','medium','medium','medium','low','low','low',False.
'medium',no,yes,'medium','medium','medium','medium','high','medium','low','medium','medium','low',False.
'medium',no,no,'low','high','low','medium','medium','medium','low','medium','low','low',True.
'medium',no,no,'low','medium','high','low','medium','medium','high','medium','low','low',False.
'high',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'medium',no,yes,'medium','medium','high','high','medium','medium','medium','medium','low','low',False.
'medium',no,no,'low','high','high','high','high','medium','medium','high','low','low',True.
'medium',no,no,'low','low','low','medium','medium','medium','medium','medium','low','low',False.
'medium',no,yes,'medium','medium','medium','medium','medium','medium','medium','low','medium','low',False.
'medium',yes,no,'low','medium','medium','medium','medium','low','medium','medium','low','low',True.
'medium',no,yes,'high','medium','high','medium','medium','medium','medium','medium','low','low',True.
'medium',no,no,'low','low','medium','medium','high','medium','medium','medium','low','low',False.
'high',no,no,'low','medium','medium','medium','medium','medium','medium','medium','low','low',False.
'low',no,no,'low','medium','medium','medium','medium','medium','high','medium','low','low',False.
'medium',yes,no,'low','medium','high','medium','medium','medium','medium','medium','low','low',False.
