@relation 'churn1-weka.filters.unsupervised.attribute.Remove-R1,3-4,9-10,12-13,15-16,18-19-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R4-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R6-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R7-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R10-precision6-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R8-precision6'

@attribute 'Account Length' {'low','medium','high'}
@attribute 'Int\'l Plan' {no,yes}
@attribute 'VMail Plan' {yes,no}
@attribute 'Day Mins' {'low','medium','high'}
@attribute 'Eve Mins' {'low','medium','high'}
@attribute 'Night Mins' {'low','medium','high'}
@attribute 'Intl Mins' {'low','medium','high'}
@attribute 'CustServ Calls' {'low','high'}
@attribute 'Total Base Calls' {'low','medium','high'}
@attribute 'Total Extra Calls' {'low','medium','high'}
@attribute Churn? {False.,True.}

@data
'medium',yes,no,'high','high','low','medium','low','medium','low',True.
'medium',no,no,'medium','medium','low','medium','low','medium','low',False.
'high',no,yes,'low','medium','medium','high','low','high','medium',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',yes,yes,'medium','medium','high','medium','low','medium','medium',False.
'medium',yes,yes,'medium','medium','medium','medium','low','low','medium',True.
'medium',no,no,'medium','medium','high','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','high','high',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'high','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',True.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','low','medium','low','medium','medium',False.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','low','medium','low','medium','low',False.
'medium',no,yes,'high','high','medium','medium','low','medium','medium',True.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'high',no,yes,'medium','medium','low','medium','low','medium','medium',False.
'medium',no,yes,'medium','medium','low','medium','low','medium','medium',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,no,'medium','low','medium','low','low','low','low',False.
'medium',no,no,'medium','high','medium','low','low','medium','low',False.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'low',no,yes,'medium','high','medium','medium','low','low','medium',False.
'medium',no,yes,'high','medium','high','medium','low','medium','medium',False.
'low',yes,yes,'medium','medium','high','medium','low','medium','high',False.
'low',yes,yes,'medium','medium','medium','medium','low','medium','medium',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',yes,no,'high','medium','medium','medium','low','medium','low',True.
'medium',no,no,'medium','medium','medium','medium','high','high','low',False.
'medium',no,no,'high','high','medium','high','low','medium','low',True.
'medium',no,yes,'medium','medium','high','medium','low','high','medium',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','low','low','low','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'low','high','medium','medium','low','medium','medium',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','medium','low','low','low',False.
'low',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,no,'high','medium','medium','medium','low','low','low',False.
'medium',no,no,'high','medium','low','high','low','medium','low',False.
'low',no,no,'medium','medium','medium','high','low','low','low',False.
'medium',no,no,'high','high','low','high','low','medium','low',True.
'high',no,no,'high','medium','medium','medium','low','medium','low',False.
'low',yes,no,'low','high','medium','high','low','medium','low',True.
'high',no,no,'medium','medium','high','medium','low','medium','low',False.
'high',yes,yes,'medium','medium','medium','high','low','medium','medium',True.
'medium',yes,no,'low','medium','medium','medium','low','medium','low',False.
'medium',yes,no,'high','medium','high','medium','low','high','low',True.
'medium',no,yes,'medium','medium','low','medium','low','high','medium',False.
'medium',no,yes,'medium','medium','low','medium','low','medium','medium',False.
'medium',no,no,'medium','medium','medium','low','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',yes,no,'high','medium','medium','medium','low','medium','low',True.
'high',no,no,'medium','high','medium','medium','low','medium','low',True.
'low',no,no,'low','medium','medium','medium','low','high','low',False.
'low',no,no,'medium','medium','high','low','low','medium','low',False.
'medium',no,no,'medium','high','medium','medium','low','low','low',False.
'low',no,no,'high','medium','medium','medium','low','medium','low',True.
'low',no,no,'high','medium','medium','high','low','medium','low',False.
'medium',no,no,'medium','medium','medium','low','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','low','medium',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',True.
'low',yes,no,'low','medium','low','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','low','high','low','medium','low',False.
'medium',no,yes,'medium','high','medium','medium','low','medium','high',False.
'medium',yes,yes,'high','medium','high','high','low','medium','medium',True.
'medium',no,no,'medium','high','medium','medium','low','high','low',False.
'low',no,no,'medium','medium','medium','high','low','medium','low',False.
'low',no,no,'high','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','high','low',False.
'medium',yes,no,'high','medium','medium','medium','low','medium','low',False.
'high',no,no,'medium','high','low','medium','low','medium','low',False.
'medium',no,no,'high','high','medium','medium','low','low','low',True.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'high','medium','medium','medium','low','medium','low',True.
'medium',no,yes,'medium','high','medium','medium','low','medium','high',False.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,no,'low','medium','low','medium','low','medium','low',False.
'high',no,no,'high','medium','medium','medium','low','medium','low',True.
'low',yes,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','low','medium','medium','low','medium','medium',False.
'medium',no,no,'low','medium','medium','medium','low','high','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'high','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','low','medium','low','medium','low',False.
'low',no,no,'low','medium','low','medium','low','medium','low',False.
'medium',no,no,'high','medium','medium','medium','low','medium','low',True.
'high',no,yes,'low','medium','medium','medium','low','medium','medium',False.
'low',no,no,'high','high','medium','high','low','medium','low',True.
'medium',no,no,'medium','high','medium','medium','low','high','low',False.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','low','low','medium','medium',False.
'high',no,yes,'medium','medium','medium','high','low','medium','medium',False.
'medium',no,yes,'high','medium','high','low','low','medium','medium',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','high',False.
'medium',no,yes,'medium','medium','medium','low','low','high','high',False.
'medium',no,no,'medium','medium','medium','high','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',no,no,'medium','low','high','medium','low','medium','low',False.
'low',no,no,'high','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'low','medium','medium','medium','low','medium','medium',False.
'high',no,no,'high','medium','medium','medium','low','medium','low',True.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','high','low',False.
'medium',yes,no,'high','medium','medium','medium','low','high','low',False.
'medium',no,no,'medium','high','medium','low','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','high','low','high','medium',False.
'medium',no,no,'high','medium','medium','high','low','medium','low',True.
'medium',yes,no,'medium','high','low','high','high','medium','low',True.
'medium',no,no,'medium','high','medium','low','low','medium','low',False.
'medium',yes,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',yes,yes,'medium','medium','medium','medium','low','medium','medium',True.
'medium',no,yes,'low','high','medium','medium','low','high','medium',False.
'medium',no,no,'medium','medium','medium','medium','low','high','low',False.
'medium',no,no,'medium','medium','low','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','low','medium','low','medium','low',False.
'high',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','medium','low','high','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','low','medium','low','medium','low',False.
'low',no,yes,'low','medium','medium','medium','low','medium','high',True.
'medium',no,no,'medium','medium','medium','high','low','medium','low',False.
'medium',no,no,'high','medium','high','low','low','low','low',True.
'medium',no,no,'medium','medium','medium','medium','low','low','low',False.
'medium',no,no,'medium','medium','medium','high','low','medium','low',False.
'high',no,no,'medium','medium','low','medium','low','medium','low',False.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'low',no,yes,'medium','medium','medium','medium','low','medium','high',False.
'medium',no,no,'low','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','high','medium','low','medium','medium',False.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','low','medium','low','medium','low',False.
'low',no,no,'medium','high','high','low','low','low','low',False.
'low',no,no,'medium','medium','medium','medium','low','high','low',False.
'medium',no,no,'low','medium','low','medium','low','high','low',False.
'medium',yes,no,'high','medium','medium','high','low','medium','low',True.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'low','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','high','medium',False.
'medium',no,yes,'high','high','medium','high','low','medium','medium',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',yes,no,'low','high','medium','medium','low','medium','low',False.
'medium',no,yes,'low','high','low','medium','low','medium','low',False.
'medium',no,yes,'low','medium','medium','medium','low','medium','high',False.
'medium',no,no,'medium','medium','medium','medium','low','low','low',False.
'medium',no,yes,'low','medium','medium','low','low','low','medium',False.
'low',no,yes,'medium','medium','medium','medium','low','low','medium',False.
'medium',no,no,'medium','medium','medium','low','low','medium','low',True.
'medium',no,yes,'high','medium','medium','low','low','medium','high',True.
'low',yes,yes,'medium','medium','medium','medium','low','high','medium',True.
'medium',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',no,yes,'medium','high','medium','medium','low','high','medium',False.
'low',no,no,'medium','high','high','medium','low','low','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','high','low',False.
'low',no,no,'medium','medium','high','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','low','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,yes,'medium','high','medium','medium','low','medium','low',False.
'medium',no,no,'high','high','medium','medium','low','low','low',True.
'low',no,no,'medium','medium','low','medium','high','medium','low',True.
'medium',no,yes,'low','high','medium','medium','high','medium','medium',True.
'low',no,no,'low','medium','medium','medium','low','medium','low',False.
'medium',no,no,'high','high','medium','medium','low','high','low',False.
'low',no,yes,'medium','medium','high','medium','low','medium','medium',False.
'low',no,yes,'medium','low','medium','medium','low','medium','medium',False.
'medium',no,no,'medium','high','medium','low','low','medium','low',False.
'medium',no,no,'low','high','medium','medium','low','high','low',False.
'medium',no,yes,'high','medium','medium','high','low','medium','medium',False.
'medium',yes,no,'high','high','medium','medium','low','medium','low',True.
'low',no,no,'low','medium','medium','medium','low','medium','low',False.
'low',no,no,'high','low','medium','high','low','high','low',False.
'high',no,no,'medium','medium','low','medium','low','low','low',False.
'low',no,no,'low','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',yes,no,'high','medium','medium','medium','low','low','low',True.
'low',no,no,'medium','high','high','low','low','medium','low',False.
'low',no,no,'medium','medium','medium','high','low','medium','low',False.
'medium',no,no,'high','medium','medium','medium','low','medium','low',False.
'low',no,no,'low','medium','medium','medium','low','medium','low',False.
'high',yes,yes,'medium','high','low','medium','low','medium','medium',False.
'low',no,no,'medium','medium','medium','high','low','medium','low',False.
'low',no,no,'medium','medium','low','medium','low','medium','low',False.
'medium',no,yes,'medium','high','medium','medium','low','medium','medium',False.
'medium',no,no,'medium','medium','medium','low','low','medium','low',False.
'medium',no,yes,'medium','high','medium','medium','low','low','high',False.
'low',no,no,'medium','low','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','high',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'low','medium','medium','medium','low','low','low',False.
'medium',no,yes,'medium','high','medium','medium','low','medium','medium',False.
'medium',no,no,'high','medium','medium','high','low','medium','low',True.
'medium',no,no,'low','medium','low','medium','low','medium','low',False.
'medium',yes,no,'medium','medium','low','medium','low','medium','low',False.
'medium',no,no,'medium','medium','low','medium','low','low','low',True.
'low',no,yes,'medium','medium','high','medium','low','high','medium',False.
'medium',no,no,'high','medium','medium','low','low','medium','low',False.
'medium',yes,no,'medium','high','low','medium','low','medium','low',False.
'medium',no,no,'medium','medium','low','high','low','medium','low',False.
'low',no,no,'high','medium','medium','medium','low','low','low',True.
'medium',no,no,'medium','medium','low','high','low','high','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','high','low','low',True.
'medium',yes,no,'medium','medium','medium','low','low','medium','low',True.
'medium',no,yes,'high','medium','medium','medium','low','high','medium',False.
'medium',no,no,'medium','medium','medium','medium','low','low','low',False.
'low',no,no,'medium','medium','medium','medium','low','high','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'high','medium','low','medium','low','high','low',False.
'high',no,no,'medium','medium','low','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','high',False.
'medium',no,no,'low','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','high','low','medium','low',False.
'high',no,yes,'medium','medium','low','medium','low','low','medium',False.
'medium',no,no,'high','medium','high','high','low','medium','low',True.
'medium',no,yes,'medium','medium','medium','medium','low','medium','high',False.
'medium',no,no,'low','medium','medium','high','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','high','medium',False.
'medium',no,no,'low','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','low','medium','low','low','low',False.
'low',yes,no,'high','medium','medium','low','low','medium','low',False.
'medium',no,no,'medium','medium','high','medium','low','medium','low',False.
'medium',yes,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'high','medium','medium','medium','low','high','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','high','low','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','low','medium',False.
'medium',no,no,'medium','medium','high','medium','low','medium','low',False.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','low','low','medium','low',False.
'medium',no,yes,'high','high','medium','medium','low','high','medium',False.
'medium',no,no,'low','low','medium','medium','low','high','low',False.
'low',no,no,'medium','medium','medium','medium','low','low','low',False.
'low',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',no,yes,'low','high','medium','medium','low','medium','medium',False.
'low',no,no,'high','medium','high','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','high','low',False.
'medium',no,yes,'low','high','medium','medium','low','medium','medium',True.
'medium',no,no,'medium','low','medium','medium','low','medium','low',False.
'medium',no,no,'high','medium','medium','medium','low','low','low',False.
'low',yes,no,'medium','medium','high','high','low','medium','low',True.
'medium',no,yes,'medium','high','high','medium','low','medium','medium',False.
'medium',no,no,'low','high','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','low','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','medium','low','low','low',False.
'medium',no,no,'high','medium','medium','medium','low','medium','low',True.
'medium',no,yes,'medium','high','medium','low','low','low','medium',False.
'medium',no,no,'high','medium','high','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','low','low','medium','low',False.
'high',no,yes,'medium','high','medium','medium','low','medium','medium',False.
'low',no,yes,'medium','medium','medium','medium','low','low','medium',False.
'medium',no,no,'high','low','low','medium','low','high','low',False.
'medium',no,yes,'medium','high','low','low','low','medium','medium',False.
'high',yes,no,'medium','medium','medium','medium','low','medium','low',True.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'high',no,no,'high','medium','medium','medium','low','medium','low',True.
'medium',no,no,'medium','medium','medium','medium','low','low','low',False.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','low','medium','low','high','high',False.
'medium',no,yes,'low','medium','medium','medium','low','medium','medium',False.
'medium',no,no,'high','medium','low','medium','low','high','low',True.
'medium',no,no,'high','medium','low','medium','low','medium','low',False.
'medium',no,no,'low','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','high',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'low',no,no,'medium','high','medium','high','low','high','low',False.
'low',yes,no,'medium','medium','low','low','low','medium','low',False.
'low',no,no,'high','medium','low','medium','low','medium','low',False.
'medium',no,yes,'low','medium','medium','high','low','medium','medium',False.
'medium',no,no,'low','medium','medium','low','low','medium','low',False.
'low',no,yes,'medium','high','medium','low','low','high','high',False.
'low',no,no,'low','medium','medium','medium','low','high','low',True.
'medium',no,yes,'low','medium','medium','medium','low','medium','medium',True.
'low',no,yes,'high','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','high','medium','medium','high','low','medium',False.
'medium',yes,no,'medium','medium','medium','medium','low','high','low',False.
'medium',no,no,'medium','medium','medium','low','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','low','low','medium','low',False.
'high',no,no,'medium','high','medium','medium','low','low','low',False.
'medium',no,no,'high','medium','high','medium','low','medium','low',True.
'medium',no,no,'medium','low','medium','medium','low','high','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',yes,no,'high','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','low','low','low','medium','low',False.
'high',no,no,'medium','high','medium','medium','low','medium','low',False.
'low',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'low',no,no,'medium','high','medium','high','low','medium','low',False.
'medium',no,no,'low','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','high','medium','low','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','high','low','low','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'low','high','medium','high','low','low','low',False.
'medium',no,no,'high','high','medium','medium','low','medium','low',True.
'high',no,no,'medium','medium','medium','medium','low','high','low',True.
'low',no,no,'high','medium','high','low','low','high','low',True.
'medium',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'high',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','high','low','medium','low',False.
'medium',no,no,'medium','medium','low','medium','low','high','low',False.
'low',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,no,'medium','low','medium','medium','low','low','low',False.
'medium',yes,no,'medium','high','low','low','low','low','low',False.
'low',no,no,'medium','medium','medium','medium','low','low','low',True.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'high','medium','medium','medium','low','medium','low',True.
'medium',no,yes,'low','medium','low','high','low','high','high',False.
'low',no,no,'low','high','low','medium','low','medium','low',False.
'low',no,no,'medium','high','medium','medium','low','medium','low',False.
'low',no,no,'medium','low','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','high','medium','medium','low','medium','medium',False.
'medium',yes,no,'high','high','medium','medium','low','medium','low',True.
'medium',no,yes,'medium','medium','medium','medium','low','high','medium',False.
'medium',no,no,'low','medium','low','medium','low','medium','low',False.
'medium',no,no,'medium','high','medium','high','low','medium','low',False.
'medium',no,yes,'medium','high','medium','low','low','low','medium',False.
'medium',no,no,'high','high','medium','medium','low','medium','low',True.
'low',yes,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',yes,no,'high','medium','medium','medium','low','high','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',True.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'high','medium','medium','medium','high','medium','low',True.
'medium',no,no,'medium','high','medium','medium','high','medium','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'low','high','low','medium','low','medium','low',False.
'low',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',no,no,'medium','medium','medium','low','high','medium','low',True.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','medium','high','medium','low',True.
'medium',no,yes,'medium','medium','medium','medium','high','medium','medium',True.
'medium',no,no,'high','medium','medium','low','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',no,no,'high','medium','medium','medium','low','low','low',True.
'medium',no,no,'medium','low','medium','medium','low','high','low',False.
'high',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','high','medium','medium','low','medium','medium',False.
'medium',no,no,'high','high','medium','high','low','high','low',True.
'medium',no,no,'low','medium','medium','medium','low','low','low',False.
'medium',no,yes,'medium','medium','medium','low','low','medium','medium',False.
'medium',yes,no,'medium','medium','low','medium','low','low','low',True.
'medium',no,yes,'medium','medium','medium','medium','low','medium','high',True.
'medium',no,no,'low','medium','medium','medium','low','medium','low',False.
'high',no,no,'medium','medium','medium','medium','low','low','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',yes,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','high','medium','low',True.
'medium',no,no,'medium','high','medium','high','low','medium','low',True.
'low',no,no,'medium','medium','medium','medium','low','low','low',False.
'medium',no,no,'medium','medium','high','medium','low','high','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','low','medium','low','low','low',False.
'low',no,no,'medium','high','medium','medium','low','low','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','high','low',False.
'medium',yes,no,'medium','low','medium','high','low','medium','low',True.
'medium',no,no,'high','medium','medium','medium','low','low','low',False.
'medium',yes,no,'low','medium','low','high','low','medium','low',True.
'low',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',yes,no,'medium','medium','medium','medium','low','high','low',False.
'high',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',no,no,'medium','medium','medium','medium','low','low','low',False.
'medium',no,no,'medium','high','medium','low','low','medium','low',True.
'low',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',no,yes,'low','medium','medium','medium','low','medium','medium',False.
'medium',no,yes,'high','medium','medium','medium','low','medium','medium',False.
'low',no,no,'medium','high','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','high','high','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'high',no,no,'high','medium','medium','medium','low','low','low',True.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','high','low','high','low','low','low',False.
'low',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','high','low',False.
'high',no,no,'medium','medium','medium','high','low','medium','low',False.
'low',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',no,yes,'high','high','low','medium','high','medium','high',False.
'high',no,no,'low','high','low','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','high',False.
'medium',no,no,'low','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','low','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','high','low',False.
'medium',no,yes,'low','high','medium','medium','low','medium','medium',False.
'medium',no,no,'medium','medium','medium','high','low','high','low',False.
'medium',no,no,'high','medium','medium','low','high','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','high','low',False.
'high',no,no,'high','medium','high','high','low','medium','low',True.
'medium',no,yes,'medium','medium','medium','medium','low','low','medium',False.
'low',no,no,'low','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','low','medium','low','low','low','high',False.
'medium',no,yes,'low','medium','low','high','low','low','medium',True.
'medium',no,no,'medium','medium','low','medium','low','low','low',False.
'medium',no,yes,'medium','low','low','high','low','medium','medium',False.
'low',no,yes,'medium','medium','medium','medium','high','medium','medium',False.
'medium',no,yes,'medium','high','medium','medium','low','medium','medium',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,yes,'medium','medium','medium','medium','low','high','medium',False.
'low',no,no,'medium','medium','medium','high','low','medium','low',False.
'low',yes,no,'medium','medium','medium','medium','low','low','low',False.
'high',no,no,'low','low','medium','medium','low','medium','low',False.
'medium',no,no,'medium','high','medium','high','low','medium','low',False.
'low',no,yes,'high','medium','low','medium','low','medium','high',False.
'medium',no,no,'low','medium','medium','medium','low','low','low',True.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','high','medium','low','low','high','low',False.
'medium',no,yes,'low','medium','medium','low','low','low','medium',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','high','medium','low','medium','low',False.
'low',no,no,'low','medium','medium','low','low','medium','low',False.
'medium',no,no,'medium','medium','low','medium','low','high','low',False.
'high',no,no,'medium','medium','medium','medium','low','low','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'high','medium','medium','medium','low','medium','low',True.
'medium',no,no,'low','high','low','high','low','low','low',False.
'medium',no,no,'medium','medium','low','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','high','low','medium','low',False.
'medium',no,no,'medium','medium','medium','high','low','medium','low',False.
'medium',no,no,'medium','medium','medium','high','low','medium','low',True.
'medium',no,no,'medium','medium','medium','high','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','high','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'high','medium','medium','medium','low','medium','low',False.
'medium',no,no,'low','high','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',no,no,'medium','medium','high','medium','low','medium','low',False.
